"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393"
"FD064",3020,702,316,1,0,729,0,2,0,396,5,0,354,0,0,0,0,0,24,0,38,0,0,0,0,0,1247,0,2,2,0,0,75,0,0,1,15,0,0,43,0,116,0,3,0,62,0,0,899,0,0,0,3,0,0,0,5,0,0,21,76,78,0,0,0,0,0,0,0,0,0,7,1,0,0,1,13,0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,6,0,116,0,0,0,0,2,7,0,0,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,908,0,52,1,0,0,52,0,0,1,0,0,0,0,0,0,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"FD065",673,289,258,1140,400,192,280,4,656,24,1663,0,70,82,76,148,177,174,167,82,10,39,0,923,41,20,4,23,0,16,142,1,9,0,39,109,1,3,0,0,0,8,0,506,3,0,55,0,7,33,165,0,0,0,0,0,0,0,18,3,8,0,0,0,0,18,0,0,305,0,0,0,19,0,0,2,0,8,46,77,0,56,0,0,16,0,114,0,10,6,127,0,1,0,1,2,0,0,39,0,0,2,0,0,0,14,0,0,38,0,0,0,5,6,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,22,0,10,0,0,0,0,0,0,0,1,2,0,16,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,9,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD067",1495,1838,568,1504,228,375,1,1,303,0,0,0,527,0,197,0,283,79,201,83,277,3,0,0,76,74,0,0,0,2,95,0,33,0,90,0,27,352,0,11,0,0,0,0,17,0,52,0,0,27,0,0,22,0,0,0,3,0,236,87,81,0,2,0,0,0,0,0,0,0,0,12,67,0,0,0,5,0,0,0,0,42,0,15,0,0,11,0,0,0,262,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD068",1965,821,268,826,148,97,53,7,362,220,0,525,24,0,0,0,402,135,65,74,22,55,54,0,0,16,0,64,0,2,61,213,1,46,23,187,6,0,0,40,3,10,107,0,18,102,43,0,31,24,31,0,0,2,0,1796,0,0,11,7,16,3,0,0,0,60,60,0,0,0,0,0,0,0,0,26,0,4,16,60,17,38,0,0,0,0,19,0,0,0,24,14,1,0,8,5,0,0,6,0,0,3,0,0,0,25,2,0,23,25,0,2,5,0,15,3,0,0,8,0,0,23,1,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,21,0,0,0,3,0,2,17,9,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,5,0,0,4,0,0,0,1,7,0,30,0,0,0,0,0,0,0,0,2,0,12,0,1,0,33,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,9,3,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD072",1256,510,0,454,106,219,0,138,407,513,180,272,138,0,151,175,324,84,53,124,4,53,18,0,0,62,469,162,0,5,246,131,0,0,78,0,1,577,0,1,147,64,0,0,120,0,22,86,1,23,25,0,0,1,0,0,0,2,0,1,29,2,483,0,0,42,0,0,0,0,301,1,3,0,0,89,0,6,34,0,0,46,0,0,76,0,0,0,0,0,18,0,8,0,0,24,1,0,16,9,0,13,0,0,0,4,4,0,40,5,0,3,7,10,0,0,0,0,5,0,0,23,3,0,0,17,0,0,0,0,0,0,11,0,0,0,0,0,11,0,792,0,5,1,0,6,0,0,9,0,0,0,5,0,3,0,4,5,0,0,5,18,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,7,2,2,0,0,0,4,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,57,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FD073",1345,1044,1,0,605,249,537,1973,138,0,0,0,0,0,2514,0,0,0,4,202,42,12,0,0,66,19,1,0,0,24,0,0,39,29,0,0,4,1,0,6,14,3,0,0,0,0,0,0,0,3,192,0,0,18,0,0,9,0,3,11,92,67,0,0,0,0,0,1,0,0,0,2,2,0,0,0,55,15,0,0,0,0,0,4,0,0,0,0,0,1,0,0,16,0,0,42,0,26,3,4,0,0,1,0,1,19,1,0,0,0,0,14,31,1,0,0,0,0,5,0,0,16,1,0,7,0,0,0,0,0,81,0,3,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,4,0,0,2,0,0,9,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,7,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,38,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FD074",3130,1099,83,0,0,617,1,2232,7,244,0,0,507,0,0,0,0,0,0,1,114,4,0,0,233,0,79,0,0,102,0,0,54,49,0,0,236,0,0,9,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,29,0,0,83,0,17,0,425,0,43,0,0,0,0,1,48,18,0,0,67,14,0,0,11,0,0,0,38,0,0,33,0,0,0,0,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD075",586,176,191,161,342,216,86,7,145,206,0,278,17,398,183,32,1,77,179,514,18,59,288,1,0,53,39,118,0,93,58,18,20,19,209,268,0,0,0,0,6,0,27,3,18,0,134,36,1,0,6,32,0,0,0,0,20,607,11,1,0,1,0,0,0,4,1,171,0,0,0,1,2,0,10,0,0,31,2,0,86,60,0,0,323,0,0,44,0,33,0,5,1,0,77,7,3,0,8,25,971,0,0,0,0,177,0,0,2,2,21,52,0,23,128,4,20,3,0,0,333,5,1,0,0,1,46,0,0,3,1,0,17,0,0,16,0,0,22,0,0,0,1,5,0,2,0,1,0,0,0,0,2,2,0,1,11,18,0,0,18,18,22,0,31,2,1,0,3,1,7,0,3,71,0,0,14,0,0,0,0,0,0,221,0,1,0,0,0,0,11,0,0,0,0,22,0,0,16,0,0,6,18,0,0,0,2,0,0,0,0,0,0,0,0,0,63,0,2,1,9,4,0,0,0,1,0,0,0,0,10,0,0,0,3,0,0,119,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,47,0,1,0,5,0,169,0,16,0,8,0,20,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,30,0,2,4,0,22,16,0,0,4,0,5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,1,0,9,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"FD076",268,496,419,546,83,272,29,11,70,622,1,508,259,60,2,210,59,54,65,111,2,134,473,792,9,86,1,71,0,96,7,137,0,0,0,207,4,2,0,38,123,24,302,0,0,1,34,112,5,6,50,437,0,2,0,0,0,466,36,2,30,6,0,0,0,12,114,0,0,0,0,2,5,0,27,1,9,2,0,17,92,0,0,1,0,0,4,61,0,22,1,37,5,0,20,114,0,0,11,2,1,0,0,0,0,0,0,0,3,35,28,18,3,4,0,21,0,41,3,0,0,13,141,0,0,0,0,0,0,0,40,0,5,0,0,8,0,0,5,0,0,8,1,2,0,0,0,38,25,9,0,0,14,325,1,5,20,26,0,0,0,23,10,0,10,18,0,0,0,0,4,0,4,10,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,57,0,0,4,1,0,0,0,0,0,2,0,39,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,21,0,0,0,1,0,0,0,0,0,0,8,0,0,18,0,0,33,0,0,0,1,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,10,0,4,0,0,4,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD077",1644,973,581,137,229,237,26,261,218,402,824,364,132,97,44,156,0,54,99,189,2,51,107,1300,8,15,0,0,1,9,50,176,3,0,30,164,50,43,0,14,48,34,208,0,0,9,36,47,0,20,14,3,0,0,0,0,2,1,53,26,33,6,71,0,0,100,0,0,0,0,0,2,0,0,0,5,0,3,17,0,0,0,0,1,0,0,0,0,0,0,19,0,2,0,0,5,0,1,6,0,0,0,0,0,0,13,0,0,60,7,0,5,3,9,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,7,0,0,0,4,0,0,44,0,3,0,0,98,0,3,0,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FD078",2204,500,536,759,420,156,47,3,329,137,761,111,147,46,0,135,53,241,210,137,0,94,123,711,7,18,0,0,0,42,24,52,3,0,0,210,1,41,0,13,107,5,191,0,0,0,51,71,5,28,100,0,0,0,0,0,0,0,104,4,7,1,37,0,0,0,0,0,0,1,0,1,39,0,18,9,6,5,46,0,0,21,0,0,0,0,243,0,0,2,42,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,28,41,0,0,0,17,0,0,0,0,0,0,0,14,1,0,7,0,0,0,0,0,25,0,2,0,0,0,0,0,19,0,0,0,6,0,0,5,0,0,27,0,1,0,0,0,4,0,0,18,0,0,0,0,0,0,0,1,1,0,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD079",771,243,825,312,228,138,210,77,84,351,500,291,11,90,0,43,30,154,141,228,81,46,48,490,2,48,115,32,0,12,70,68,4,2,80,150,0,1,0,11,18,2,210,0,114,0,77,45,38,4,7,1004,1,0,0,0,2,13,20,4,12,3,0,0,0,11,32,0,0,0,908,0,4,0,37,17,0,14,51,0,27,22,0,0,0,51,0,59,0,28,0,25,0,0,1,12,12,0,113,17,0,0,0,0,0,42,0,0,3,30,10,8,2,54,3,3,0,0,0,0,0,11,1,0,0,2,7,0,0,0,0,0,32,0,0,0,0,7,22,0,0,0,8,0,0,5,0,0,12,0,0,0,3,0,1,7,4,11,0,0,38,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,12,3,0,1,0,1,0,30,0,0,0,205,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,52,0,0,0,2,0,0,0,80,14,0,14,0,2,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"FD081",783,290,64,398,52,123,72,0,93,79,1632,170,38,21,0,1136,379,71,110,56,0,5,76,0,4,38,4,8,0,0,5,3,7,0,0,18,5,0,893,26,1,117,75,0,0,0,30,99,43,68,115,25,0,0,136,928,0,0,0,18,17,6,29,90,0,43,61,0,0,357,15,0,1,0,0,7,0,4,25,20,0,7,0,1,0,0,0,3,0,20,8,0,0,0,0,24,0,0,2,0,0,17,0,0,0,5,0,0,117,0,0,0,4,7,0,8,0,0,3,0,0,11,1,0,2,10,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,38,0,0,0,1,0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,5,0,5,0,1,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD082",1343,1898,847,881,151,253,239,0,301,202,418,276,137,66,0,415,197,171,6,68,0,57,0,0,10,17,0,1,0,3,0,8,46,0,0,178,32,0,0,2,132,143,100,0,0,41,28,0,127,10,276,0,14,12,0,0,1,0,0,5,28,30,8,0,0,50,0,0,0,0,0,1,0,0,0,3,8,3,0,0,0,0,0,1,0,0,12,5,0,0,25,0,8,0,3,5,84,7,0,0,0,14,0,0,0,0,7,0,88,0,0,0,11,3,0,0,0,0,2,0,0,10,0,0,3,3,0,0,215,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
